sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_types,gmaps_business_status,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_utc_offset_minutes,gmaps_photo_reference_1,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,postcode_norm,gmaps_postcode_norm,likely_match,description_short,Description,city,region,local_authority,service_area,age_range,conditions_supported,specific_services,physical_access,organization_type,status,last_verified,llm_error
755,35,Lewisham- Community Hub,"Third Floor,
Romer House,
132 Lewisham High Street,
London,
Greater London,
SE13 6EE",51.4614851,-0.0110541999999896,,,08000853328,,,,,,,,,,,,,SE13 6EE,,,,,,,Specialist support for people with disabilities to find and stay in work. Support for young people.,"Third Floor, Romer House, 132 Lewisham High Street
London
Greater London
se13 6ee
Tel: 0800 085 3328, Specialist support for people with disabilities to find and stay in work. Support for young people.",,,,,,,,,,,,
756,36,Reading- AutAngel Gardening group,,51.4542645,-0.978130299999975,,,,,,,,,,,,,,,,,,,,,,,"Weekly allotment group run by AutAngel in Reading.
-Developed and run by autistic people.
-For people in Reading.
-Email caroline@autangel.org.uk to join or learn more.","AutAngel is a community interest company run by and for autistic people.
We develop and help others develop autistic run projects, and we publicise autistic-run ventures and events of interest to autistic people., AutAngel is running a weekly allotment group in Reading. To join or learn more about this group, email: caroline@autangel.org.uk",,,,,,,,,,,,
757,37,"Sidcup- Choice Support
Carlton Centre",,51.4248589,0.0980486999999357,,https://www.choicesupport.org.uk/find-support/find-support-near-you/,,,,,,,,,,,,,,,,,,,,,"We provide a wide range of opportunities for adults with autism and learning disabilities both at the centre itself and in the community.
-We help people to learn new skills and increase their confidence, through activity sessions at the centre or at community venues.
-Our activities are based on your feedback and your needs, and so that you can try new experiences.
-We have a full programme of activities from cooking and computer skills to drama and drum beats.","Based in Sidcup, we provide a wide range of opportunities for adults with autism and learning disabilities both at the centre itself and in the community.
Join Carlton
Get in touch
We help people to learn new skills and increase their confidence, through activity sessions at the centre or at community venues. We have minibuses to get to some of the venues or we use public transport.
Can we support you?
Yes, as long as you are over 18 years old and have autism or learning disabilities. You will need to pay for the activities and you can do that if you have your own funding or if you have been assessed for funding through your local council.
https://www.choicesupport.org.uk/find-support/find-support-near-you/carlton
Our activities
We decide the activities based on your feedback and your needs, and so that you can try new experiences.
We have a full programme of activities from cooking and computer skills to drama and drum beats. You will have a timetable of activities to choose from.
There is a small extra charge for some of our activities and we will tell you this when you join us., If you'd like us to support you and you have funding in place, we may be able to help you.",,,,,,,,,,,,
758,38,Sutton Choice Support Employment,"Saint Helier Community Centre,
Hill House,
Morden,
London,
SM4 6BL",51.3870713,-0.183359699999983,,https://www.choicesupport.org.uk/find-support/find-support-near-you/sutton-supported-employment,0203 947 8908,,,,,,,,,,,,,SM4 6BL,,,,,,,"Choice Support Employment works with the London Borough of Sutton to support people with autism, learning disabilities, mental health needs, physical disabilities and sensory impairments to gain and keep paid employment. This may mean paid work, work experience or voluntary work. Whatever your goal is, we'll help you to achieve it.
-write your CV and fill out application forms
-search for jobs that match your skills
-prepare for interviews and attend with you, if you need the support
-identify changes or adjustments at your work","Choice Support Employment
Saint Helier Community Centre
Hill House
Morden
London
SM4 6BL
https://www.choicesupport.org.uk/find-support/find-support-near-you/sutton-supported-employment
Tel:  0203 947 8908
email:suttonemployment@choicesupport.org.uk
We work with the London Borough of Sutton to support people with autism, learning disabilities, mental health needs, physical disabilities and sensory impairments to gain and keep paid employment. This may mean paid work, work experience or voluntary work. Whatever your goal is, we'll help you to achieve it.
We can support you to:
-write your CV and fill out application forms
-search for jobs that match your skills
-prepare for interviews and attend with you, if you need the support
-identify changes or adjustments at your work
-understand your rights as an employee or volunteer., Bishopsford Road",,,,,,,,,,,,
759,39,"Wandsworth- 
Work Choice/Work Programme","Red Lion Square,
Wandsworth High Street,
SW18 4LS",51.4564286,-0.197175000000016,,,0300 2472486,,,,,,,,,,,,,SW18 4LS,,,,,,,"Weekly group at Red Lion Square, Wandsworth.
-Advice about how to engage your child and encourage communication.
-For people in SW18 4LS.
-£3 per family including refreshments.","London
London
SW18 4LS
Tel: 0300 2472486., Red Lion Square, Wandsworth High Street",,,,,,,,,,,,
760,40,"Wandsworth-
Disabled Living Foundation","4th Floor, Jessica House,
191 Wandsworth High Street, Red Lion Square,
London, London,
SW18 4LS",51.4564286,-0.197175000000016,,www.dlf.org.uk,0300 247 2100,,,,,,,,,,,,,SW18 4LS,,,,,,,"Impartial information and expert advice on independent living.
-Leading source of information.
-Advice on independent living.
-Located in London.","4th Floor, Jessica House
191 Wandsworth High Street, Red Lion Square
London
London
SW18 4LS
Tel: 0300 247 2100
Email: info@dlf.org.uk
www.dlf.org.uk, We are the UK's leading source of impartial information and expert advice on independent living",,,,,,,,,,,,
761,41,Asperger London Area Group -ALAG,"90–92 Upper Street,
London N1 0NP",51.5372301,-0.1033424,,www.alag.org.uk,07435560568,,,,,,,,,,,,,N1 0NP,,,,,,,"Monthly support group for adults on the autistic spectrum living in the Greater London area. It is a chance to meet others to talk about common issues and to support and help each other.
-The first half-hour of the meeting is spent socialising and having refreshments.
-This is followed by the whole group sitting down together to discuss an agreed topic or to hear from different speakers...","ALAG runs a monthly support group for adults on the autistic spectrum living in the Greater London area although those from elsewhere are welcome. It is a chance to meet others to talk about common issues and to support and help each other. The first half-hour of the meeting is spent socialising and having refreshments. This is followed by the whole group sitting down together to discuss an agreed topic or to hear from different speakers who offer advice and guidance on issues relating to autism. These topics are planned in advance and any member can suggest a future topic.
The group meets on the first Tuesday of every month in Islington from 6.30pm to 8.30pm. Booking in advance for new attendees is essential. There is a small entrance fee of £3 (members) or £4 (non-members) to cover the cost of refreshments, including a vegetarian option.
Email: info@alag.org.uk
Telephone: 07435 560 568
Website: www.alag.org.uk
Registered Charity address:
ALAG
c/o Disability Action in Islington
90–92 Upper Street
London N1 0NP
(visitors by appointment ONLY), Asperger London Area Group",,,,,,,,,,,,
762,42,"Autistic Inclusive Meets(AIM)
Autistic Community Group 
for Adults, children and carers","Brook Hill Children’s Centre,
Brook Hill Road,
Woolwich, London SE18 6UZ,
Trinity Centre,
165 Burrage Road,
Plumstead, London SE18 7JW",51.4842209,0.0663007000000562,,,,,,,,,,,,,,,,SE18 6UZ,,,,,,,"An truly inclusive autism association
AIM Autistic Community Group
We provide social opportunities for both adults and children along with support for parents and carers aiding families and individuals to access the community in accepting inclusive circumstances.
We currently run two groups one is every Tuesday 4-6pm at Brook Hill Children’s Centre, Brook Hill Road, Woolwich, London SE18 6UZ, & every Friday 10-12am at Trinity Centre, 165 Burrage Road, Plumstead, London SE18 7JW.","An truly inclusive autism association
AIM Autistic Community Group
We provide social opportunities for both adults and children along with support for parents and carers aiding families and individuals to access the community in accepting inclusive circumstances.
We currently run two groups one is every Tuesday 4-6pm at Brook Hill Children’s Centre, Brook Hill Road, Woolwich, London SE18 6UZ,
& every Friday 10-12am at Trinity Centre, 165 Burrage Road, Plumstead, London SE18 7JW.
Refreshments inclusive of price, tea, coffee, biscuits, fruit and squash.
There is no age limit on our two groups and siblings are welcome .
There is sensory play provided each week to aid and stimulate the tactile, auditory, visual and olfactory senses including a home made play dough that is safe for oral seekers.
Referral not necessary pre diagnosis welcome.
Brook Hill group is £2 per family and Trinity is £3.
For more info email autisticinclusivemeets@gmail.com, Autistic Inclusive Meets",,,,,,,,,,,,
763,43,Informal Meetups for Autistic Adults,,51.4977924,-0.234903300000042,,http://www.imaa.org.uk,,,,,,,,,,,,,,,,,,,,,"A friendly social group for Autistic adults.
-Build friendships in a relaxed environment.
-Suitable for formally diagnosed or not.
-Regular London social group.","We are a group of Autistic adults who want to create social opportunities for people on the spectrum.
We are mindful of anxiety and sensory issues as we suffer from these as well.
Although we are not a support group, we aim to provide a friendly environment to all adults with Autism, formally diagnosed or not.
http://www.imaa.org.uk, Regular London social group for building friendships.",,,,,,,,,,,,
764,44,London Adults with mild Autism Spectrum Disorder Meetup Group,,51.5073509,-0.127758299999982,,,,,,,,,,,,,,,,,,,,,,,"Meetup for adults with Autism Spectrum Disorder.
-Find and meet each other.
-Discussion about the society and current world.
-Feel comfortable in this meeting with like-minded people.","https://www.meetup.com/London-Adults-with-mild-Autism-Spectrum-Disorder/, This meetup is for adults with Autism Spectrum Disorder, there is no need for a diagnosis if you feel/know that you have it then you are welcome. The goal is to find each other, meet each other, and do some activities together, mainly discussions. For example conversations about the society, to share our questions and opinions about the unwritten rules/or logic behind the society, to help each other to get a better understanding of the current world and last but not least to feel comfortable in this meeting with like-minded people. I'm open for any advice critics or ideas about this meetup.",,,,,,,,,,,,
765,45,London Adult ADHD Support Group,,51.5073509,-0.127758299999982,,,02031852070,,,,,,,,,,,,,,,,,,,,"Monthly group for people with adult ADHD.
Exchange information and discuss issues in a confidential setting.
No judgements made, suitable for all levels of experience.
Located in London.","Information: adhdlondon@yahoo.co.uk
Telephone: 02031852070, We meet on a monthly basis in an informal setting to exchange information, talk about issues relating to adult ADHD, and have a good time. All meetings are confidential, no judgements are made, and no issues are too delicate.",,,,,,,,,,,,
