record_index,name,postcode,city,website,phone,email,facebook,source,completeness,key_used,issues
694,Stubbers Essex Adventure Centre,RM14 2TY,we have years of experience working and supporting groups with special needs.,https://stubbers.co.uk/schoolsandgroups/index.php/schools-and-groups/special-needs,,,,lag_map,0.625,wp,
695,"ELHAP
-Woodford Essex",IG8 8NA,London,https://elhap.org.uk,,,,lag_map,0.625,wp,
696,Camp Jojo - Essex /Mersea,,and make new friends who understand their situation.,https://campjojo.org,,,https://facebook.com/campjojo2019/photos,lag_map,0.5,wc,
697,"The Log Cabin -Ealing
After School Club/Holiday Playschemes",W5 4UA,259 Northfield Avenue,https://logcabin.org.uk,,,,lag_map,0.625,wp,
698,Guildford Challengers Playcentre,GU1 1TU,water and sand play.,https://disability-challengers.org/guildfordplaycentre,,,,lag_map,0.625,wp,
699,Hackney Kids Adventure Playground,,Children must be registered to attend.,https://kids.org.uk/hackney-adventure-playground1,,,,lag_map,0.5,wc,
700,Islington -Hayward Adventure Playground N7 9PL,N7 9PL,London,https://kids.org.uk/hayward-adventure-playground1,,,,lag_map,0.625,wp,
701,Islington -Timbuktu Adventure Playground,N19 4EJ,discover frogs in the new pond with frogs and go on the thrilling drop slide.,https://islingtonplay.org.uk/adventure-play/timbuktu,,,,lag_map,0.625,wp,
702,Islington -Three Corners Adventure Playground,EC1R 0HU,http://www.awesomecic.co.uk/adventure-play/three-corners-adventure-playground/   (http://www.awesomecic.co.uk/adventure-play/three-corners-adventure-playground/  ),https://awesomecic.co.uk/adventure-play/three-corners-adventure-playground,,,,lag_map,0.625,wp,
703,LIttle Wormwood Scrubs Adventure Playground,W10 5LL,London,https://epiccic.org.uk/lws-adventure-playground,,,,lag_map,0.625,wp,
704,Luton- Hart Hill Adventure Playground,LU2 0FN,Falk’s Hill (off Tower Road),,,,,lag_map,0.5,np,no_contact
705,Reading- Camp Mohawk,RG10 8PU,socialise and learn in a secure and caring environment.,https://campmohawk.org.uk,,,,lag_map,0.625,wp,
706,"Richmond-
Marble Hill Adventure Playground",TW1 2NL,Richmond Road,,,,,lag_map,0.5,np,no_contact
707,Somerford Grove Adventure Playground,,Haringey Autism holds a number of Saturday morning sessions at Somerford Grove Adventure Playground in Tottenham spring to autumn.,https://haringeyautism.port5.com,,,,lag_map,0.5,wc,
708,"Southend  S.N.A.P.S
 (special needs activity play session)",,info@kidskingdom-southend.co.uk,https://kidskingdom-southend.co.uk,,,,lag_map,0.5,wc,
709,Thames Valley Adventure Playground,SL6 0PR,Taplow,https://tvap.co.uk,,,,lag_map,0.625,wp,
710,Wandsworth -The Lady Allen Adventure Playground,,http://www.kids.org.uk/Event/lady-allen-adventure-playground-1,https://kids.org.uk/Event/lady-allen-adventure-playground-1,,,,lag_map,0.5,wc,
711,Disability Law Service,,,,,,,lag_map,0.25,,no_contact
712,Disability Rights UK,,,,,,,lag_map,0.25,,no_contact
713,N16 SEN Hackney Parent Support Group,,,,,,,lag_map,0.25,,no_contact
714,London -Jenny Berman AutismConsultancy,,,,,,,lag_map,0.25,,no_contact
715,"Oxted Surrey - Social actvities for 
Autistic over 18´s",,,,,,,lag_map,0.25,,no_contact
716,ADHD Richmond,,,,,,,lag_map,0.25,,no_contact
717,"Wandsworth -Sen Talk
Sensory Integration drop in sessions",,,https://sentalk.org,,,,lag_map,0.375,,
718,"Wokingham REACH
Parent Carer Forum",,,https://reachwokingham.com,,,,lag_map,0.375,,
719,Sport -Alexandra Palace Football Group,,,,,,,lag_map,0.25,,no_contact
720,Pinner - Arts for life,,,https://artsforlifeproject.org,,,,lag_map,0.375,,
